Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2.02E+12,421455,567521,-1.666143,55.001809,10,3,2,1,4,147,3,191,6,30,1,4,3,167,2,4,1,1,1,0,0,1,1
2.02E+12,402386,563573,-1.964273,54.966784,10,3,2,1,2,139,3,68,6,60,1,4,3,69,0,8,1,1,1,0,0,2,2
2.02E+12,427829,566764,-1.566574,54.994693,10,3,2,1,2,147,3,1058,3,30,3,2,5,127,0,0,1,1,1,0,0,1,2
2.02E+12,427337,565194,-1.574412,54.980612,10,3,2,1,4,147,3,188,6,30,1,4,4,1312,0,0,1,1,2,0,0,1,2
2.02E+12,432165,568412,-1.498619,55.009242,10,3,2,2,7,148,3,19,1,70,1,2,3,1058,0,0,1,1,1,0,0,1,2
2.02E+12,425196,564143,-1.607955,54.97128,10,3,2,1,1,147,3,186,1,30,1,4,5,141,-1,-1,1,1,1,0,0,1,2
2.02E+12,433831,561008,-1.473441,54.942601,10,3,2,1,1,149,3,19,3,70,1,2,3,184,0,0,1,1,1,0,0,2,2
2.02E+12,424650,566835,-1.616255,54.995497,10,3,2,1,5,147,3,189,1,50,1,4,4,1318,0,8,1,1,1,0,0,1,1
2.02E+12,430483,563048,-1.525485,54.961147,10,3,1,1,5,149,4,1306,6,30,3,2,3,185,0,8,1,1,1,0,0,1,2
2.02E+12,402151,587168,-1.967775,55.178808,10,2,2,1,1,139,4,6342,6,60,3,4,5,195,0,0,1,1,1,0,0,2,1
2.02E+12,435697,565100,-1.443807,54.979241,10,3,2,1,7,149,3,194,3,40,1,4,5,402,0,0,1,1,1,0,0,1,2
2.02E+12,434572,561720,-1.461789,54.948948,10,3,2,2,4,149,5,405,6,30,3,2,4,1298,0,5,1,1,1,0,0,1,2
2.02E+12,425259,564537,-1.606937,54.974817,10,3,2,4,7,147,3,193,1,30,1,4,2,167,0,0,4,1,2,0,0,1,1
2.02E+12,431044,556910,-1.517385,54.905957,10,3,3,1,4,150,3,1231,3,70,5,4,3,195,0,0,1,1,1,0,0,1,1
2.02E+12,420253,563145,-1.685238,54.962536,10,3,2,1,4,146,3,695,3,30,1,4,3,1114,0,0,1,1,1,0,0,2,2
2.02E+12,424671,563990,-1.616169,54.969931,10,2,1,1,6,147,3,186,6,30,3,2,5,144,0,5,4,2,2,0,0,1,2
2.02E+12,426957,574733,-1.579454,55.066349,10,2,1,2,4,139,4,1505,1,40,2,4,3,1171,0,0,4,1,1,0,0,2,1
2.02E+12,435247,555183,-1.45205,54.890162,10,2,1,4,6,150,3,183,1,40,1,4,5,511,0,0,4,1,2,0,0,1,1
2.02E+12,420561,566747,-1.680174,54.994891,10,3,2,2,7,147,4,6324,1,30,1,4,3,1,0,0,1,1,1,0,0,1,1
2.02E+12,429987,586441,-1.530781,55.171378,10,3,2,1,6,139,4,1334,1,60,1,4,3,189,0,0,1,1,1,0,0,2,2
2.02E+12,390227,565528,-2.154255,54.984258,10,2,2,1,3,139,3,69,6,60,3,4,5,394,0,0,1,1,1,0,0,2,1
2.02E+12,432369,564989,-1.495814,54.97847,10,3,2,2,1,149,3,185,6,30,6,2,4,1516,0,5,1,1,1,0,0,1,1
2.02E+12,421380,567490,-1.667318,55.001534,10,3,2,1,6,147,3,167,1,30,1,4,3,191,0,0,1,1,1,0,0,1,1
2.02E+12,425617,582051,-1.59978,55.132176,10,3,3,1,1,139,3,1068,3,30,1,4,4,1331,0,1,4,1,1,0,0,1,1
2.02E+12,434125,549607,-1.470197,54.840134,10,3,4,5,6,150,3,182,3,50,1,4,3,690,0,0,4,1,1,0,0,2,1
2.02E+12,425566,568106,-1.601825,55.006873,10,3,2,1,6,147,3,191,1,30,1,4,3,189,0,0,1,1,1,0,0,1,2
2.02E+12,433759,560963,-1.47457,54.942201,10,3,2,1,6,149,3,19,1,70,1,2,3,184,0,0,1,1,1,0,0,2,1
2.02E+12,429767,556573,-1.537334,54.903006,10,3,2,1,2,150,3,1231,3,70,9,4,3,1231,0,0,1,1,1,0,0,1,1
2.02E+12,436117,563743,-1.437416,54.967017,10,3,1,1,1,149,4,1298,6,30,1,4,3,1300,0,0,4,1,2,0,0,2,1
2.02E+12,425521,563467,-1.602938,54.965189,10,3,3,1,2,146,3,167,3,30,3,2,2,184,0,0,1,1,1,0,0,1,2
2.02E+12,429120,557737,-1.547306,54.913504,10,3,2,1,4,150,4,1288,1,70,1,4,2,194,0,0,1,1,1,0,0,2,1
2.02E+12,392668,636475,-2.117993,55.6218,10,3,2,1,4,139,3,697,6,60,3,4,4,6345,0,0,1,1,1,0,0,2,1
2.02E+12,433353,570113,-1.479846,55.024449,10,3,2,2,7,148,3,191,6,30,1,4,4,1316,0,8,1,1,1,0,0,1,1
2.02E+12,397504,651507,-2.041348,55.756913,10,3,2,1,4,139,3,1,6,60,1,4,3,698,0,0,1,1,1,0,0,2,1
2.02E+12,424985,563899,-1.611272,54.969098,10,3,2,1,1,147,3,186,2,30,3,2,3,186,0,1,4,2,2,0,0,1,1
2.02E+12,436560,567349,-1.430038,54.999388,10,3,2,1,3,149,4,1303,6,40,6,2,3,183,0,0,1,1,-1,-1,-1,1,2
2.02E+12,434507,570681,-1.461728,55.029474,10,3,2,1,2,148,3,191,6,30,1,4,3,192,0,0,4,1,2,0,0,2,1
2.02E+12,402883,561560,-1.95653,54.948692,10,3,2,1,6,139,3,695,6,60,1,4,3,68,0,8,1,1,1,0,0,2,1
2.02E+12,425116,564134,-1.609206,54.971203,10,3,2,1,3,147,3,186,1,30,1,2,3,186,0,5,1,1,1,0,0,1,2
2.02E+12,421205,567979,-1.670017,55.005935,10,3,2,1,3,147,3,696,1,70,1,2,3,1,0,0,1,1,1,0,0,2,1
2.02E+12,435388,567959,-1.448282,55.004954,10,3,2,1,7,148,3,187,6,30,1,4,3,1149,0,1,1,1,1,0,0,1,1
2.02E+12,412961,630906,-1.796031,55.57165,10,3,1,1,3,139,3,1,6,60,3,4,4,6348,0,0,6,2,2,0,0,2,1
2.02E+12,435179,555260,-1.4531,54.890858,10,3,2,1,3,150,3,183,3,40,1,4,5,511,0,0,4,1,1,0,0,1,2
2.02E+12,425980,573557,-1.594858,55.055834,10,3,2,1,5,148,4,1319,1,30,1,4,4,1231,0,0,1,1,1,0,0,1,2
2.02E+12,432023,568314,-1.50085,55.00837,10,3,2,1,2,148,3,1058,7,70,5,4,3,19,0,0,1,1,1,4,0,1,1
2.02E+12,429819,586457,-1.533417,55.171532,10,3,2,1,3,139,4,1334,6,30,1,4,3,189,0,0,6,1,2,0,0,1,1
2.02E+12,420220,563088,-1.685757,54.962025,10,3,2,1,3,146,3,1114,1,70,1,4,3,694,0,0,1,1,1,0,0,2,1
2.02E+12,426500,570140,-1.587034,55.025102,10,3,2,1,6,148,3,189,1,30,1,4,3,188,0,0,1,1,1,0,0,2,1
2.02E+12,425261,564537,-1.606906,54.974817,10,3,2,1,4,147,3,193,6,30,1,4,2,167,0,0,1,1,2,0,0,1,1
2.02E+12,435931,564583,-1.440216,54.974579,10,3,1,1,7,149,4,1298,6,30,6,2,4,1302,0,0,1,1,1,0,0,1,2
2.02E+12,424218,563823,-1.623259,54.968453,10,3,2,1,6,147,3,186,3,30,6,2,3,695,0,5,1,1,1,0,0,1,2
2.02E+12,424647,566825,-1.616303,54.995408,10,3,2,1,4,147,3,189,6,40,1,4,4,1318,0,0,1,1,2,0,0,1,1
2.02E+12,424378,577247,-1.619622,55.089071,10,2,2,1,4,139,3,1068,1,50,1,4,3,1172,0,0,1,1,1,0,0,2,1
2.02E+12,439308,556660,-1.388543,54.903131,10,2,1,1,1,150,5,553,6,30,1,2,3,1231,0,4,4,2,2,0,0,1,1
2.02E+12,431631,568149,-1.506997,55.006913,10,3,2,1,3,148,3,1058,7,30,1,4,5,218,0,1,1,2,2,0,0,1,1
2.02E+12,425028,564661,-1.610535,54.975943,10,3,2,1,3,147,4,1306,6,30,3,2,4,1309,0,1,1,1,1,0,0,1,2
2.02E+12,430503,571531,-1.524273,55.037373,10,3,2,1,5,148,4,1322,6,30,1,4,3,186,0,0,1,1,1,0,0,2,1
2.02E+12,426067,571744,-1.593661,55.039538,10,3,2,1,4,148,3,1056,6,30,1,4,3,189,0,8,1,1,1,0,0,2,1
2.02E+12,429713,556541,-1.538179,54.902722,10,3,2,1,2,150,3,182,7,60,5,4,3,1231,0,0,4,1,1,0,0,1,2
2.02E+12,427575,576331,-1.569624,55.080674,10,3,2,1,4,139,4,1505,6,30,3,4,3,189,0,0,1,1,1,0,0,1,2
2.02E+12,423207,567587,-1.638749,55.002324,10,3,2,1,4,147,3,191,1,30,1,4,3,191,0,8,1,1,1,0,0,1,1
2.02E+12,439620,565160,-1.382509,54.979485,10,2,2,1,1,149,3,183,1,30,1,4,3,1300,0,0,1,1,1,0,0,2,2
2.02E+12,440110,557263,-1.375953,54.908486,10,3,2,1,1,150,3,1018,6,30,1,4,4,1293,0,0,1,8,2,0,0,1,2
2.02E+12,421406,567542,-1.666908,55.002,10,3,2,1,5,147,3,167,3,40,1,4,3,191,0,0,1,2,2,0,0,1,1
2.02E+12,423690,574248,-1.630648,55.062156,10,3,2,1,2,148,4,1318,6,30,2,4,4,1321,0,0,1,1,2,0,0,2,2
2.02E+12,424210,563554,-1.623406,54.966036,10,3,2,1,5,147,3,189,2,60,5,4,3,189,0,0,1,2,2,0,0,1,2
2.02E+12,418757,613296,-1.7053,55.413234,10,3,1,1,6,139,4,6346,6,30,3,4,4,6341,0,0,1,1,1,0,0,2,2
2.02E+12,430194,555014,-1.530838,54.888972,10,3,2,2,7,150,3,182,3,30,1,4,3,195,0,0,1,2,2,0,0,2,2
2.02E+12,424200,564096,-1.623517,54.970907,10,3,2,1,6,147,3,186,6,30,3,4,3,186,0,0,1,1,1,0,0,1,1
2.02E+12,425913,564539,-1.59672,54.974802,10,3,2,1,2,147,3,193,6,30,6,2,4,1600,0,4,1,1,1,0,0,1,1
2.02E+12,430426,553916,-1.527337,54.879091,10,3,2,1,1,150,5,502,6,30,3,4,3,182,0,0,1,1,1,0,0,2,2
2.02E+12,418473,567984,-1.71273,55.006088,10,3,2,2,1,147,4,6324,6,40,3,4,5,108,0,0,1,1,1,0,0,2,1
2.02E+12,436517,565861,-1.430899,54.98602,10,3,2,2,1,149,4,1298,6,30,1,4,4,1301,0,1,1,1,1,0,0,1,2
2.02E+12,436966,565927,-1.423875,54.98658,10,3,1,1,4,149,3,1018,6,30,1,4,4,1301,0,5,1,1,1,0,0,1,2
2.02E+12,439215,556809,-1.389973,54.904477,10,3,2,1,5,150,3,183,6,30,5,4,3,1231,0,1,1,1,1,0,0,1,1
2.02E+12,418513,565948,-1.712235,54.987792,10,3,3,1,4,147,3,69,1,40,1,4,4,6528,0,8,1,1,1,0,0,2,1
2.02E+12,431599,568120,-1.507501,55.006654,10,3,1,1,3,148,5,218,6,30,1,4,3,1058,0,0,1,1,2,0,0,1,1
2.02E+12,425902,564543,-1.596891,54.974838,10,3,2,1,6,147,3,193,3,30,6,2,4,1600,0,4,1,2,2,0,0,1,1
2.02E+12,437770,566832,-1.411192,54.994652,10,3,2,1,4,149,3,183,6,30,1,4,3,183,0,0,1,1,1,0,0,2,1
2.02E+12,435568,552305,-1.447399,54.864278,10,3,2,1,5,150,3,690,3,70,1,2,3,19,0,0,1,4,1,0,0,2,1
2.02E+12,432024,568313,-1.500835,55.008361,10,3,2,1,7,148,3,19,3,30,5,4,3,1058,0,0,4,1,1,4,0,1,1
2.02E+12,407004,640134,-1.890267,55.654684,10,3,5,1,5,139,3,1,6,60,6,4,4,6353,0,0,1,1,2,0,0,2,2
2.02E+12,438276,558301,-1.404418,54.917956,10,3,1,1,1,150,3,1231,3,30,1,2,3,1231,2,5,1,1,1,0,0,1,2
2.02E+12,425323,564754,-1.605918,54.976764,10,3,2,1,7,147,2,167,3,50,9,4,4,1309,0,0,4,8,2,0,0,1,2
2.02E+12,420255,563151,-1.685206,54.96259,10,3,2,1,7,146,3,695,3,70,1,4,3,1114,0,0,1,1,1,0,0,2,1
2.02E+12,425882,577079,-1.596075,55.087486,10,2,2,1,4,139,3,1171,1,30,1,4,3,1172,0,8,1,1,1,0,0,2,1
2.02E+12,429685,556390,-1.538631,54.901367,10,2,3,1,4,150,3,1231,1,50,1,4,3,182,0,0,1,1,1,0,0,1,2
2.02E+12,429025,566033,-1.547954,54.988056,10,3,2,3,1,147,3,193,6,30,1,4,5,128,0,0,1,1,1,0,0,1,1
2.02E+12,432444,568500,-1.494247,55.010014,10,3,2,1,1,148,3,19,7,40,5,4,3,1058,0,0,1,1,1,4,0,1,2
2.02E+12,398425,654130,-2.026689,55.780485,10,3,2,1,2,139,3,6105,6,60,3,4,3,1,0,0,1,1,1,0,0,2,2
2.02E+12,425813,562509,-1.598463,54.956566,10,3,2,1,6,146,4,1296,6,30,1,2,4,1426,0,0,1,9,1,0,0,1,2
2.02E+12,421941,564687,-1.65876,54.976321,10,3,3,2,2,147,4,1305,6,30,3,2,3,186,0,0,1,1,1,0,0,1,1
2.02E+12,429477,566241,-1.540869,54.989899,10,3,2,1,5,148,3,193,6,30,3,4,5,215,0,0,1,1,2,0,0,1,2
2.02E+12,426519,564645,-1.587243,54.975723,10,3,1,1,6,147,3,193,3,40,1,4,4,1312,0,4,1,2,2,0,0,1,1
2.02E+12,431318,557542,-1.513043,54.911619,10,3,1,1,5,150,3,1290,6,30,1,4,3,195,0,0,1,1,1,0,0,1,2
2.02E+12,426170,571784,-1.592046,55.039892,10,3,2,1,7,148,3,1056,6,60,1,4,3,189,0,0,1,2,2,0,0,2,1
2.02E+12,429513,564363,-1.540498,54.973021,10,3,1,1,7,147,3,186,6,30,3,4,5,220,0,0,1,1,1,0,0,1,1
2.02E+12,423057,566150,-1.641209,54.989418,10,3,2,1,3,147,3,167,3,50,5,4,3,189,0,0,4,9,1,0,0,1,2
2.02E+12,433760,560967,-1.474554,54.942237,10,2,2,1,7,149,3,184,1,60,1,2,3,19,0,0,1,1,1,0,0,2,2
2.02E+12,436130,563748,-1.437212,54.967061,10,3,1,1,7,149,3,1300,6,30,1,4,4,1298,0,0,1,1,1,0,0,2,1
2.02E+12,436422,567229,-1.43221,54.99832,10,3,1,1,2,149,3,1018,6,30,9,4,3,1018,0,4,1,1,1,0,0,1,2
2.02E+12,431137,553562,-1.516295,54.875867,10,3,1,1,3,150,5,503,3,30,5,4,3,182,0,0,1,2,2,0,0,2,1
2.02E+12,420550,566770,-1.680344,54.995099,10,3,2,1,3,147,3,1,1,60,1,4,4,6324,0,8,1,2,2,0,0,1,2
2.02E+12,426958,574636,-1.579448,55.065477,10,3,2,1,4,139,3,19,1,40,1,2,3,189,0,4,1,1,1,0,0,2,2
2.02E+12,429451,554223,-1.542501,54.881908,10,2,2,3,2,150,5,502,6,30,3,4,5,502,0,0,1,1,1,0,0,1,1
2.02E+12,428330,583096,-1.557127,55.141419,10,3,1,1,7,139,3,189,7,70,5,4,3,189,0,0,1,2,2,7,0,1,1
2.02E+12,429522,558546,-1.540953,54.92075,10,3,2,1,5,150,5,500,1,30,1,4,5,500,0,0,1,2,2,0,0,2,2
2.02E+12,439688,558001,-1.382433,54.915151,10,3,2,1,4,150,3,1018,3,30,3,2,3,1018,0,5,1,1,1,0,0,1,2
2.02E+12,425619,581958,-1.599757,55.131341,10,3,1,1,6,139,3,193,1,30,1,4,3,1068,0,0,1,1,1,0,0,1,2
2.02E+12,427864,579085,-1.564829,55.105404,10,2,2,1,3,139,3,189,1,70,1,4,3,192,0,0,1,1,1,0,0,2,1
2.02E+12,429779,556459,-1.537159,54.901981,10,3,2,1,5,150,3,1231,3,30,1,2,3,182,0,0,1,2,2,0,0,1,2
2.02E+12,430917,581368,-1.516732,55.125738,10,3,2,1,6,139,3,193,6,30,1,4,4,1328,0,0,4,2,2,0,0,1,1
2.02E+12,413520,567058,-1.790209,54.997925,10,3,2,2,4,139,4,6258,6,30,3,4,4,6258,0,0,4,2,2,0,0,2,1
2.02E+12,431158,587970,-1.51223,55.185045,10,3,2,2,1,139,4,1334,6,30,3,4,3,197,0,0,1,1,1,0,0,2,2
2.02E+12,427368,559098,-1.574505,54.925833,10,3,2,2,7,146,4,1296,6,30,3,2,4,1296,0,5,1,2,2,0,0,1,1
2.02E+12,428341,555014,-1.559724,54.88908,10,3,1,1,4,146,2,1,3,70,5,4,3,195,0,0,1,2,2,0,0,1,1
2.02E+12,433833,563551,-1.473111,54.965452,10,3,2,1,7,149,3,194,1,40,1,2,3,19,0,8,1,1,1,4,0,2,1
2.02E+12,426901,567133,-1.581044,54.998059,10,3,2,1,3,147,3,188,3,30,2,4,5,124,0,0,1,2,2,0,0,1,2
2.02E+12,426890,571781,-1.58078,55.039827,10,3,2,1,5,148,4,1505,6,30,1,4,3,1056,0,0,1,1,1,0,0,2,1
2.02E+12,421202,568212,-1.670047,55.008029,10,3,2,1,7,147,4,6918,6,30,1,4,5,101,0,0,1,1,1,0,0,1,2
2.02E+12,430337,567734,-1.527272,55.003264,10,3,2,1,6,148,3,1058,7,30,5,4,3,1058,0,0,1,1,1,0,0,1,1
2.02E+12,424850,562576,-1.613494,54.957216,10,3,1,1,5,146,4,1426,3,30,1,4,3,167,0,0,1,1,1,0,0,1,2
2.02E+12,429387,565599,-1.542341,54.984135,10,3,2,1,7,147,3,187,1,30,1,4,3,186,0,0,1,1,1,0,0,1,2
2.02E+12,429818,586458,-1.533432,55.171541,10,3,2,2,5,139,4,1334,1,50,1,4,3,189,0,0,1,1,1,0,0,1,2
2.02E+12,429509,564830,-1.540513,54.977218,10,3,2,2,4,147,3,186,1,30,1,4,4,1313,0,8,4,2,2,0,0,1,2
2.02E+12,436098,563807,-1.437704,54.967594,10,3,1,1,3,149,4,1298,6,30,1,4,3,1300,0,0,1,1,1,0,0,1,2
2.02E+12,429450,554224,-1.542516,54.881917,10,3,2,2,7,150,5,502,6,30,3,4,5,502,0,0,1,2,2,0,0,1,2
2.02E+12,431777,579518,-1.503452,55.109061,10,3,3,2,7,139,3,193,1,30,1,2,3,193,0,4,1,1,1,0,0,2,2
2.02E+12,398765,650400,-2.02125,55.746972,10,3,3,1,2,139,3,1,6,60,6,4,4,6354,0,0,4,1,1,0,0,2,1
2.02E+12,427793,586404,-1.565228,55.171174,10,3,2,2,2,139,3,196,3,30,3,2,3,197,0,8,5,2,2,0,0,1,2
2.02E+12,426667,557500,-1.58559,54.911511,10,3,2,1,3,146,3,167,3,40,1,4,3,1,0,0,1,1,1,0,0,2,1
2.02E+12,428189,582634,-1.559385,55.137276,10,3,2,2,1,139,3,189,3,70,5,4,4,1331,0,0,1,1,1,0,0,2,2
2.02E+12,429267,567299,-1.544044,54.999418,10,3,2,1,7,148,3,186,6,30,1,4,3,1058,0,1,1,1,1,0,0,1,2
2.02E+12,425485,565447,-1.603326,54.982983,10,3,2,1,2,147,3,1058,6,30,9,2,4,1600,0,4,1,2,2,0,0,1,2
2.02E+12,420203,614189,-1.682397,55.421201,10,2,2,2,4,139,3,1,7,70,5,4,4,1430,0,0,1,1,1,0,0,2,1
2.02E+12,421947,564701,-1.658665,54.976447,10,3,2,1,2,147,3,186,1,30,1,4,4,1305,0,8,1,2,2,0,0,1,2
2.02E+12,428708,561969,-1.553312,54.951556,10,3,2,1,7,146,3,184,3,30,1,2,3,184,0,4,1,1,1,0,0,2,2
2.02E+12,402357,563709,-1.964725,54.968006,10,3,1,1,5,139,3,69,1,70,1,4,3,68,0,0,1,1,1,0,0,2,2
2.02E+12,414715,563518,-1.77171,54.966081,10,2,2,1,7,146,3,695,6,60,3,4,4,6316,0,0,1,2,2,0,0,2,2
2.02E+12,434666,571104,-1.45919,55.033264,10,3,2,1,6,148,3,191,6,30,3,4,3,191,0,0,1,1,1,0,0,1,2
2.02E+12,420518,566742,-1.680846,54.994848,10,3,1,2,1,147,3,167,1,50,1,4,3,1,0,0,5,1,1,0,0,1,1
2.02E+12,430201,555008,-1.53073,54.888918,10,3,2,2,7,150,3,182,7,60,1,4,3,195,0,0,1,1,1,0,0,2,2
2.02E+12,423023,567827,-1.641606,55.004489,10,3,2,1,7,147,3,191,6,30,3,2,3,191,0,0,1,1,1,0,0,1,2
2.02E+12,424220,563504,-1.623254,54.965586,10,3,2,2,5,147,3,695,7,50,5,4,3,189,0,0,1,1,1,0,0,1,2
2.02E+12,425355,584964,-1.60363,55.158365,10,3,2,1,3,139,3,1068,6,30,1,4,3,196,0,1,1,1,1,0,0,2,1
2.02E+12,437633,557325,-1.414576,54.909235,10,3,2,1,4,150,5,512,6,30,3,4,5,512,0,0,1,1,1,0,0,1,1
2.02E+12,431678,581632,-1.504769,55.128063,10,3,2,2,2,139,4,1328,6,30,1,4,4,1329,0,0,1,1,1,0,0,1,2
2.02E+12,437332,564938,-1.418284,54.977666,10,3,2,1,4,149,3,1018,6,30,1,4,5,413,0,0,1,1,1,0,0,1,1
2.02E+12,420273,565387,-1.68477,54.982682,10,3,2,1,3,147,3,186,1,30,1,-1,3,191,-1,-1,1,1,1,-1,-1,1,2
2.02E+12,422541,569835,-1.648984,55.022555,10,3,2,2,5,147,3,1,3,70,5,4,3,1,0,0,1,2,2,0,0,2,2
2.02E+12,438540,555499,-1.400674,54.892758,10,3,2,3,1,150,3,690,6,30,6,2,5,512,0,5,1,1,1,1,0,1,1
2.02E+12,434761,555176,-1.459627,54.890132,10,3,3,1,2,150,3,183,3,70,1,2,3,19,0,0,1,1,1,0,0,2,2
2.02E+12,427045,568390,-1.578675,55.009347,10,3,3,1,4,148,3,188,3,30,6,2,3,191,0,0,1,1,1,0,0,1,2
2.02E+12,433145,566359,-1.483533,54.99073,10,3,2,1,6,148,3,187,3,30,9,4,3,187,0,0,1,1,1,0,2,2,1
2.02E+12,439141,557097,-1.391088,54.907071,10,2,1,2,7,150,3,183,1,30,1,4,3,1231,0,0,1,1,1,0,0,1,1
2.02E+12,419734,562397,-1.693394,54.955835,10,2,2,1,7,146,3,694,1,30,1,4,4,6317,0,0,1,1,2,0,0,1,1
2.02E+12,437444,564345,-1.416611,54.97233,10,3,3,3,5,149,3,1018,3,30,1,4,3,1300,0,4,1,1,1,0,0,1,1
2.02E+12,429443,588163,-1.539143,55.186884,10,3,2,1,2,139,3,189,3,70,1,4,3,197,0,0,1,1,1,0,0,2,1
2.02E+12,421146,587350,-1.669506,55.18,10,3,2,1,4,139,3,197,1,50,1,4,4,1337,0,0,1,1,1,0,0,2,2
2.02E+12,428762,564658,-1.552201,54.975716,10,3,2,2,7,147,4,1313,6,30,6,4,4,1313,0,0,1,1,1,0,0,1,2
2.02E+12,414803,563556,-1.770333,54.96642,10,3,2,2,3,146,3,695,6,60,3,4,4,6315,0,0,1,1,1,0,0,2,2
2.02E+12,438185,557556,-1.405936,54.911269,10,3,2,1,4,150,4,1405,6,30,1,4,3,1231,0,0,1,1,1,0,0,1,1
2.02E+12,424997,564358,-1.611045,54.973222,10,3,1,1,4,147,5,144,6,30,3,2,5,141,0,5,1,1,1,0,0,1,1
2.02E+12,425716,562585,-1.599971,54.957254,10,3,2,4,4,146,4,1426,1,30,1,4,3,167,0,0,1,1,1,0,0,1,2
2.02E+12,433285,565058,-1.481495,54.97903,10,3,2,1,7,149,3,185,1,30,1,4,3,185,0,0,1,1,1,0,0,1,2
2.02E+12,429270,557688,-1.544971,54.913055,10,3,3,1,3,150,3,182,1,70,1,4,2,194,0,0,1,1,1,0,0,2,2
2.02E+12,433754,563569,-1.474343,54.965619,10,3,2,1,7,149,3,194,3,40,1,2,3,19,0,0,1,1,1,4,0,2,2
2.02E+12,423379,565264,-1.636248,54.981441,10,3,2,1,3,147,3,189,6,30,3,2,5,116,0,0,1,2,2,0,0,1,2
2.02E+12,421099,567682,-1.671696,55.003271,10,3,2,1,2,147,3,1,3,70,5,4,3,1,0,0,1,1,1,0,0,1,2
2.02E+12,418185,587761,-1.715975,55.183811,10,3,2,1,4,139,3,1,6,60,1,4,3,192,0,0,1,1,1,0,0,2,1
2.02E+12,430906,566356,-1.518524,54.990846,10,2,2,1,4,148,3,187,1,30,1,4,3,193,0,8,1,2,2,0,0,1,1
2.02E+12,419982,565111,-1.689336,54.980214,10,3,1,1,5,147,3,191,6,30,1,4,4,1311,0,8,1,1,1,0,0,1,2
2.02E+12,426972,574592,-1.579233,55.065081,10,3,2,1,5,139,4,1505,6,60,1,2,3,19,0,0,1,1,1,0,0,2,2
2.02E+12,432492,552643,-1.495283,54.867523,10,3,2,3,5,150,3,183,1,60,1,4,3,182,0,0,1,1,1,0,0,1,2
2.02E+12,420286,565371,-1.684568,54.982538,10,3,2,1,7,147,3,191,6,30,1,4,3,186,0,0,4,1,1,0,0,1,1
2.02E+12,431095,556907,-1.51659,54.905927,10,3,2,1,3,150,3,1231,7,70,1,4,3,195,0,0,1,1,1,0,0,1,1
2.02E+12,436764,561231,-1.427631,54.944398,10,3,2,1,7,149,3,184,6,30,3,4,4,1299,0,0,1,9,1,0,0,1,2
2.02E+12,413867,598769,-1.783248,55.282864,10,2,1,1,7,139,3,697,6,60,5,4,4,6344,0,0,1,1,1,5,0,2,1
2.02E+12,424913,564015,-1.612387,54.970144,10,3,2,2,2,147,3,186,2,30,3,2,4,1307,0,4,4,1,1,0,0,1,2
2.02E+12,424662,564997,-1.616224,54.978981,10,3,2,2,3,147,4,144,6,30,3,2,3,186,0,5,1,1,1,0,0,1,1
2.02E+12,431103,561301,-1.515992,54.945411,10,3,2,2,4,149,2,194,3,30,1,2,3,184,0,0,1,1,1,0,0,2,2
2.02E+12,421395,567473,-1.667085,55.00138,10,3,2,1,7,147,3,167,3,30,1,4,5,109,0,0,1,1,1,0,0,1,1
2.02E+12,435034,569960,-1.453572,55.022959,10,3,1,1,3,148,3,192,3,30,1,4,3,1058,0,0,1,1,1,0,0,1,1
2.02E+12,430361,556805,-1.528047,54.905056,10,3,2,1,2,150,5,503,3,30,1,4,3,1231,0,8,1,1,2,0,0,1,1
2.02E+12,436672,566828,-1.428354,54.994698,10,3,2,2,4,149,3,1018,6,30,9,2,3,183,0,5,1,1,1,0,0,1,1
2.02E+12,436246,562020,-1.435618,54.951526,10,3,1,1,2,149,4,1298,1,60,1,4,5,417,0,0,1,1,1,0,0,2,2
2.02E+12,384968,564285,-2.236366,54.972956,10,2,2,3,3,139,3,69,6,60,3,4,3,686,0,0,1,2,2,0,0,2,1
2.02E+12,427049,568384,-1.578613,55.009293,10,3,2,1,2,148,3,188,6,30,6,4,3,191,0,5,1,1,1,0,0,1,2
2.02E+12,427054,568350,-1.578538,55.008987,10,2,1,1,3,148,3,188,1,50,1,4,3,191,0,0,1,2,2,0,0,1,2
2.02E+12,426933,571741,-1.580111,55.039465,10,3,2,2,5,148,3,1056,6,30,1,4,4,1505,0,0,4,1,1,0,0,2,1
2.02E+12,432587,562718,-1.492666,54.958049,10,3,2,1,5,149,3,194,3,50,5,4,4,1516,0,0,5,2,2,0,0,1,1
2.02E+12,428075,556502,-1.563726,54.902466,10,3,2,1,3,146,3,1231,7,60,5,4,3,1,0,0,1,2,2,0,0,2,2
2.02E+12,425263,564536,-1.606874,54.974808,10,3,2,1,2,147,3,193,1,30,1,4,2,167,0,0,1,1,1,0,0,1,1
